Data_Type,Variable_Name,Variable_Start,Variable_End,Variable_Length,Variable_Details_1,Variable_Details_2,Variable_Details_3,Variable_Details_4
long,hb70_18,,,0,NA - Interviewer that took blood for HIV testing,,,
long,hb70_19,,,0,NA - Interviewer that took blood for HIV testing,,,
long,hb70_20,,,0,NA - Interviewer that took blood for HIV testing,,,
byte,hmlidx_1,,,0,Mosquito Bed Net Designation Number,,,
byte,hmlidx_2,,,0,Mosquito Bed Net Designation Number,,,
byte,hmlidx_3,,,0,Mosquito Bed Net Designation Number,,,
byte,hmlidx_4,,,0,Mosquito Bed Net Designation Number,,,
byte,hmlidx_5,,,0,Mosquito Bed Net Designation Number,,,
byte,hmlidx_6,,,0,Mosquito Bed Net Designation Number,,,
byte,hmlidx_7,,,0,Mosquito Bed Net Designation Number,,,
byte,hml3_1,,,0,NA - Net observed by interviewer,,,
byte,hml3_2,,,0,NA - Net observed by interviewer,,,
byte,hml3_3,,,0,NA - Net observed by interviewer,,,
byte,hml3_4,,,0,NA - Net observed by interviewer,,,
byte,hml3_5,,,0,NA - Net observed by interviewer,,,
byte,hml3_6,,,0,NA - Net observed by interviewer,,,
byte,hml3_7,,,0,NA - Net observed by interviewer,,,
byte,hml4_1,,,0,NA - Months ago net obtained,,,
byte,hml4_2,,,0,NA - Months ago net obtained,,,
byte,hml4_3,,,0,NA - Months ago net obtained,,,
byte,hml4_4,,,0,NA - Months ago net obtained,,,
byte,hml4_5,,,0,NA - Months ago net obtained,,,
byte,hml4_6,,,0,NA - Months ago net obtained,,,
byte,hml4_7,,,0,NA - Months ago net obtained,,,
byte,hml5_1,,,0,NA - Net treated with insecticide when bought,,,
byte,hml5_2,,,0,NA - Net treated with insecticide when bought,,,
byte,hml5_3,,,0,NA - Net treated with insecticide when bought,,,
byte,hml5_4,,,0,NA - Net treated with insecticide when bought,,,
byte,hml5_5,,,0,NA - Net treated with insecticide when bought,,,
byte,hml5_6,,,0,NA - Net treated with insecticide when bought,,,
byte,hml5_7,,,0,NA - Net treated with insecticide when bought,,,
byte,hml6_1,,,0,NA - Net treatment status,,,
byte,hml6_2,,,0,NA - Net treatment status,,,
byte,hml6_3,,,0,NA - Net treatment status,,,
byte,hml6_4,,,0,NA - Net treatment status,,,
byte,hml6_5,,,0,NA - Net treatment status,,,
byte,hml6_6,,,0,NA - Net treatment status,,,
byte,hml6_7,,,0,NA - Net treatment status,,,
byte,hml7_1,,,0,Brand of net,,,
byte,hml7_2,,,0,Brand of net,,,
byte,hml7_3,,,0,Brand of net,,,
byte,hml7_4,,,0,Brand of net,,,
byte,hml7_5,,,0,Brand of net,,,
byte,hml7_6,,,0,Brand of net,,,
byte,hml7_7,,,0,Brand of net,,,
byte,hml8_1,,,0,Net treated since received,,,
byte,hml8_2,,,0,Net treated since received,,,
byte,hml8_3,,,0,Net treated since received,,,
byte,hml8_4,,,0,Net treated since received,,,
byte,hml8_5,,,0,Net treated since received,,,
byte,hml8_6,,,0,Net treated since received,,,
byte,hml8_7,,,0,Net treated since received,,,
byte,hml9_1,,,0,NA - Time since last re-treatment (months),,,
byte,hml9_2,,,0,NA - Time since last re-treatment (months),,,
byte,hml9_3,,,0,NA - Time since last re-treatment (months),,,
byte,hml9_4,,,0,NA - Time since last re-treatment (months),,,
byte,hml9_5,,,0,NA - Time since last re-treatment (months),,,
byte,hml9_6,,,0,NA - Time since last re-treatment (months),,,
byte,hml9_7,,,0,NA - Time since last re-treatment (months),,,
byte,hml10_1,,,0,Insecticide-Treated Net (ITN),,,
byte,hml10_2,,,0,Insecticide-Treated Net (ITN),,,
byte,hml10_3,,,0,Insecticide-Treated Net (ITN),,,
byte,hml10_4,,,0,Insecticide-Treated Net (ITN),,,
byte,hml10_5,,,0,Insecticide-Treated Net (ITN),,,
byte,hml10_6,,,0,Insecticide-Treated Net (ITN),,,
byte,hml10_7,,,0,Insecticide-Treated Net (ITN),,,
byte,hml11_1,,,0,Number of persons who slept under this net,,,
byte,hml11_2,,,0,Number of persons who slept under this net,,,
byte,hml11_3,,,0,Number of persons who slept under this net,,,
byte,hml11_4,,,0,Number of persons who slept under this net,,,
byte,hml11_5,,,0,Number of persons who slept under this net,,,
byte,hml11_6,,,0,Number of persons who slept under this net,,,
byte,hml11_7,,,0,Number of persons who slept under this net,,,
byte,hml21_1,,,0,Someone slept under this net last night,,,
byte,hml21_2,,,0,Someone slept under this net last night,,,
byte,hml21_3,,,0,Someone slept under this net last night,,,
byte,hml21_4,,,0,Someone slept under this net last night,,,
byte,hml21_5,,,0,Someone slept under this net last night,,,
byte,hml21_6,,,0,Someone slept under this net last night,,,
byte,hml21_7,,,0,Someone slept under this net last night,,,
byte,hmla_1,,,0,Line number of person who slept in this net,,,
byte,hmla_2,,,0,Line number of person who slept in this net,,,
byte,hmla_3,,,0,Line number of person who slept in this net,,,
byte,hmla_4,,,0,Line number of person who slept in this net,,,
byte,hmla_5,,,0,Line number of person who slept in this net,,,
byte,hmla_6,,,0,Line number of person who slept in this net,,,
byte,hmla_7,,,0,Line number of person who slept in this net,,,
byte,hmlb_1,,,0,Line number of person who slept in this net,,,
byte,hmlb_2,,,0,Line number of person who slept in this net,,,
byte,hmlb_3,,,0,Line number of person who slept in this net,,,
byte,hmlb_4,,,0,Line number of person who slept in this net,,,
byte,hmlb_5,,,0,Line number of person who slept in this net,,,
byte,hmlb_6,,,0,Line number of person who slept in this net,,,
byte,hmlb_7,,,0,Line number of person who slept in this net,,,
byte,hmlc_1,,,0,Line number of person who slept in this net,,,
byte,hmlc_2,,,0,Line number of person who slept in this net,,,
byte,hmlc_3,,,0,Line number of person who slept in this net,,,
byte,hmlc_4,,,0,Line number of person who slept in this net,,,
byte,hmlc_5,,,0,Line number of person who slept in this net,,,
byte,hmlc_6,,,0,Line number of person who slept in this net,,,
byte,hmlc_7,,,0,Line number of person who slept in this net,,,
byte,hmld_1,,,0,Line number of person who slept in this net,,,
byte,hmld_2,,,0,Line number of person who slept in this net,,,
byte,hmld_3,,,0,Line number of person who slept in this net,,,
byte,hmld_4,,,0,Line number of person who slept in this net,,,
byte,hmld_5,,,0,Line number of person who slept in this net,,,
byte,hmld_6,,,0,Line number of person who slept in this net,,,
byte,hmld_7,,,0,Line number of person who slept in this net,,,
byte,hmle_1,,,0,NA - Line number of person who slept in this net,,,
byte,hmle_2,,,0,NA - Line number of person who slept in this net,,,
byte,hmle_3,,,0,NA - Line number of person who slept in this net,,,
byte,hmle_4,,,0,NA - Line number of person who slept in this net,,,
byte,hmle_5,,,0,NA - Line number of person who slept in this net,,,
byte,hmle_6,,,0,NA - Line number of person who slept in this net,,,
byte,hmle_7,,,0,NA - Line number of person who slept in this net,,,
byte,hml22_1,,,0,NA - Obtained net from campaign,"antenatal or immunization visit""",,
byte,hml22_2,,,0,NA - Obtained net from campaign,"antenatal or immunization visit""",,
byte,hml22_3,,,0,NA - Obtained net from campaign,"antenatal or immunization visit""",,
byte,hml22_4,,,0,NA - Obtained net from campaign,"antenatal or immunization visit""",,
byte,hml22_5,,,0,NA - Obtained net from campaign,"antenatal or immunization visit""",,
byte,hml22_6,,,0,NA - Obtained net from campaign,"antenatal or immunization visit""",,
byte,hml22_7,,,0,NA - Obtained net from campaign,"antenatal or immunization visit""",,
byte,hml23_1,,,0,Place where net was obtained,,,
byte,hml23_2,,,0,Place where net was obtained,,,
byte,hml23_3,,,0,Place where net was obtained,,,
byte,hml23_4,,,0,Place where net was obtained,,,
byte,hml23_5,,,0,Place where net was obtained,,,
byte,hml23_6,,,0,Place where net was obtained,,,
byte,hml23_7,,,0,Place where net was obtained,,,
byte,hmhidx_01,,,0,Index to Household Schedule,,,
byte,hmhidx_02,,,0,Index to Household Schedule,,,
byte,hmhidx_03,,,0,Index to Household Schedule,,,
byte,hmhidx_04,,,0,Index to Household Schedule,,,
byte,hmhidx_05,,,0,Index to Household Schedule,,,
byte,hmhidx_06,,,0,Index to Household Schedule,,,
byte,hmhidx_07,,,0,Index to Household Schedule,,,
byte,hmhidx_08,,,0,Index to Household Schedule,,,
byte,hmhidx_09,,,0,Index to Household Schedule,,,
byte,hmhidx_10,,,0,Index to Household Schedule,,,
byte,hmhidx_11,,,0,Index to Household Schedule,,,
byte,hmhidx_12,,,0,Index to Household Schedule,,,
byte,hmhidx_13,,,0,Index to Household Schedule,,,
byte,hmhidx_14,,,0,Index to Household Schedule,,,
byte,hmhidx_15,,,0,Index to Household Schedule,,,
byte,hmhidx_16,,,0,Index to Household Schedule,,,
byte,hmhidx_17,,,0,Index to Household Schedule,,,
byte,hmhidx_18,,,0,Index to Household Schedule,,,
byte,hmhidx_19,,,0,Index to Household Schedule,,,
byte,hmhidx_20,,,0,Index to Household Schedule,,,
byte,hmhidx_21,,,0,Index to Household Schedule,,,
byte,hmhidx_22,,,0,Index to Household Schedule,,,
byte,hmhidx_23,,,0,Index to Household Schedule,,,
byte,hmhidx_24,,,0,Index to Household Schedule,,,
byte,hmhidx_25,,,0,Index to Household Schedule,,,
byte,hmhidx_26,,,0,Index to Household Schedule,,,
byte,hmhidx_27,,,0,Index to Household Schedule,,,
byte,hmhidx_28,,,0,Index to Household Schedule,,,
byte,hmhidx_29,,,0,Index to Household Schedule,,,
byte,hmhidx_30,,,0,Index to Household Schedule,,,
byte,hmhidx_31,,,0,Index to Household Schedule,,,
byte,hmhidx_32,,,0,Index to Household Schedule,,,
byte,hmhidx_33,,,0,Index to Household Schedule,,,
byte,hmhidx_34,,,0,Index to Household Schedule,,,
byte,hmhidx_35,,,0,Index to Household Schedule,,,
byte,hml12_01,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_02,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_03,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_04,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_05,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_06,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_07,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_08,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_09,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_10,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_11,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_12,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_13,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_14,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_15,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_16,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_17,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_18,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_19,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_20,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_21,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_22,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_23,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_24,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_25,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_26,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_27,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_28,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_29,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_30,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_31,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_32,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_33,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_34,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml12_35,,,0,Type of Mosquito Bed Net(s) person slept under last night,,,
byte,hml13_01,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_02,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_03,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_04,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_05,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_06,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_07,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_08,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_09,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_10,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_11,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_12,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_13,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_14,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_15,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_16,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_17,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_18,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_19,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_20,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_21,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_22,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_23,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_24,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_25,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_26,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_27,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_28,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_29,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_30,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_31,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_32,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_33,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_34,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml13_35,,,0,Net Designation Number (HMLIDX) for 1st net person slept under last night,,,
byte,hml14_01,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_02,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_03,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_04,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_05,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_06,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_07,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_08,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_09,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_10,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_11,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_12,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_13,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_14,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_15,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_16,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_17,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_18,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_19,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_20,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_21,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_22,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_23,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_24,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_25,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_26,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_27,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_28,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_29,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_30,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_31,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_32,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_33,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_34,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml14_35,,,0,Net Designation Number (HMLIDX) for 2nd net person slept under last night,,,
byte,hml15_01,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_02,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_03,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_04,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_05,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_06,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_07,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_08,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_09,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_10,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_11,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_12,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_13,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_14,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_15,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_16,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_17,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_18,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_19,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_20,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_21,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_22,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_23,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_24,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_25,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_26,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_27,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_28,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_29,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_30,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_31,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_32,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_33,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_34,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml15_35,,,0,NA - Net Designation Number (HMLIDX) for 3rd net person slept under last night,,,
byte,hml16_01,,,0,Corrected age from Individual file,,,
byte,hml16_02,,,0,Corrected age from Individual file,,,
byte,hml16_03,,,0,Corrected age from Individual file,,,
byte,hml16_04,,,0,Corrected age from Individual file,,,
byte,hml16_05,,,0,Corrected age from Individual file,,,
byte,hml16_06,,,0,Corrected age from Individual file,,,
byte,hml16_07,,,0,Corrected age from Individual file,,,
byte,hml16_08,,,0,Corrected age from Individual file,,,
byte,hml16_09,,,0,Corrected age from Individual file,,,
byte,hml16_10,,,0,Corrected age from Individual file,,,
byte,hml16_11,,,0,Corrected age from Individual file,,,
byte,hml16_12,,,0,Corrected age from Individual file,,,
byte,hml16_13,,,0,Corrected age from Individual file,,,
byte,hml16_14,,,0,Corrected age from Individual file,,,
byte,hml16_15,,,0,Corrected age from Individual file,,,
byte,hml16_16,,,0,Corrected age from Individual file,,,
byte,hml16_17,,,0,Corrected age from Individual file,,,
byte,hml16_18,,,0,Corrected age from Individual file,,,
byte,hml16_19,,,0,Corrected age from Individual file,,,
byte,hml16_20,,,0,Corrected age from Individual file,,,
byte,hml16_21,,,0,Corrected age from Individual file,,,
byte,hml16_22,,,0,Corrected age from Individual file,,,
byte,hml16_23,,,0,Corrected age from Individual file,,,
byte,hml16_24,,,0,Corrected age from Individual file,,,
byte,hml16_25,,,0,Corrected age from Individual file,,,
byte,hml16_26,,,0,Corrected age from Individual file,,,
byte,hml16_27,,,0,Corrected age from Individual file,,,
byte,hml16_28,,,0,Corrected age from Individual file,,,
byte,hml16_29,,,0,Corrected age from Individual file,,,
byte,hml16_30,,,0,Corrected age from Individual file,,,
byte,hml16_31,,,0,Corrected age from Individual file,,,
byte,hml16_32,,,0,Corrected age from Individual file,,,
byte,hml16_33,,,0,Corrected age from Individual file,,,
byte,hml16_34,,,0,Corrected age from Individual file,,,
byte,hml16_35,,,0,Corrected age from Individual file,,,
byte,hml16a_01,,,0,NA - Age in months (for children),,,
byte,hml16a_02,,,0,NA - Age in months (for children),,,
byte,hml16a_03,,,0,NA - Age in months (for children),,,
byte,hml16a_04,,,0,NA - Age in months (for children),,,
byte,hml16a_05,,,0,NA - Age in months (for children),,,
byte,hml16a_06,,,0,NA - Age in months (for children),,,
byte,hml16a_07,,,0,NA - Age in months (for children),,,
byte,hml16a_08,,,0,NA - Age in months (for children),,,
byte,hml16a_09,,,0,NA - Age in months (for children),,,
byte,hml16a_10,,,0,NA - Age in months (for children),,,
byte,hml16a_11,,,0,NA - Age in months (for children),,,
byte,hml16a_12,,,0,NA - Age in months (for children),,,
byte,hml16a_13,,,0,NA - Age in months (for children),,,
byte,hml16a_14,,,0,NA - Age in months (for children),,,
byte,hml16a_15,,,0,NA - Age in months (for children),,,
byte,hml16a_16,,,0,NA - Age in months (for children),,,
byte,hml16a_17,,,0,NA - Age in months (for children),,,
byte,hml16a_18,,,0,NA - Age in months (for children),,,
byte,hml16a_19,,,0,NA - Age in months (for children),,,
byte,hml16a_20,,,0,NA - Age in months (for children),,,
byte,hml16a_21,,,0,NA - Age in months (for children),,,
byte,hml16a_22,,,0,NA - Age in months (for children),,,
byte,hml16a_23,,,0,NA - Age in months (for children),,,
byte,hml16a_24,,,0,NA - Age in months (for children),,,
byte,hml16a_25,,,0,NA - Age in months (for children),,,
byte,hml16a_26,,,0,NA - Age in months (for children),,,
byte,hml16a_27,,,0,NA - Age in months (for children),,,
byte,hml16a_28,,,0,NA - Age in months (for children),,,
byte,hml16a_29,,,0,NA - Age in months (for children),,,
byte,hml16a_30,,,0,NA - Age in months (for children),,,
byte,hml16a_31,,,0,NA - Age in months (for children),,,
byte,hml16a_32,,,0,NA - Age in months (for children),,,
byte,hml16a_33,,,0,NA - Age in months (for children),,,
byte,hml16a_34,,,0,NA - Age in months (for children),,,
byte,hml16a_35,,,0,NA - Age in months (for children),,,
byte,hml17_01,,,0,Flag for age from Individual file,,,
byte,hml17_02,,,0,Flag for age from Individual file,,,
byte,hml17_03,,,0,Flag for age from Individual file,,,
byte,hml17_04,,,0,Flag for age from Individual file,,,
byte,hml17_05,,,0,Flag for age from Individual file,,,
byte,hml17_06,,,0,Flag for age from Individual file,,,
byte,hml17_07,,,0,Flag for age from Individual file,,,
byte,hml17_08,,,0,Flag for age from Individual file,,,
byte,hml17_09,,,0,Flag for age from Individual file,,,
byte,hml17_10,,,0,Flag for age from Individual file,,,
byte,hml17_11,,,0,Flag for age from Individual file,,,
byte,hml17_12,,,0,Flag for age from Individual file,,,
byte,hml17_13,,,0,Flag for age from Individual file,,,
byte,hml17_14,,,0,Flag for age from Individual file,,,
byte,hml17_15,,,0,Flag for age from Individual file,,,
byte,hml17_16,,,0,Flag for age from Individual file,,,
byte,hml17_17,,,0,Flag for age from Individual file,,,
byte,hml17_18,,,0,Flag for age from Individual file,,,
byte,hml17_19,,,0,Flag for age from Individual file,,,
byte,hml17_20,,,0,Flag for age from Individual file,,,
byte,hml17_21,,,0,Flag for age from Individual file,,,
byte,hml17_22,,,0,Flag for age from Individual file,,,
byte,hml17_23,,,0,Flag for age from Individual file,,,
byte,hml17_24,,,0,Flag for age from Individual file,,,
byte,hml17_25,,,0,Flag for age from Individual file,,,
byte,hml17_26,,,0,Flag for age from Individual file,,,
byte,hml17_27,,,0,Flag for age from Individual file,,,
byte,hml17_28,,,0,Flag for age from Individual file,,,
byte,hml17_29,,,0,Flag for age from Individual file,,,
byte,hml17_30,,,0,Flag for age from Individual file,,,
byte,hml17_31,,,0,Flag for age from Individual file,,,
byte,hml17_32,,,0,Flag for age from Individual file,,,
byte,hml17_33,,,0,Flag for age from Individual file,,,
byte,hml17_34,,,0,Flag for age from Individual file,,,
byte,hml17_35,,,0,Flag for age from Individual file,,,
byte,hml18_01,,,0,Pregnancy status from Individual file,,,
byte,hml18_02,,,0,Pregnancy status from Individual file,,,
byte,hml18_03,,,0,Pregnancy status from Individual file,,,
byte,hml18_04,,,0,Pregnancy status from Individual file,,,
byte,hml18_05,,,0,Pregnancy status from Individual file,,,
byte,hml18_06,,,0,Pregnancy status from Individual file,,,
byte,hml18_07,,,0,Pregnancy status from Individual file,,,
byte,hml18_08,,,0,Pregnancy status from Individual file,,,
byte,hml18_09,,,0,Pregnancy status from Individual file,,,
